Lookup Artists::Season,Lookup Artists::Staff Team Full Name,Lookup Photographers::Season,Lookup Photographers::Staff Team Full Name,Citations::Citation Volume,Citations::Citation Pages,Citations::Comment,Citations::Full Conversion Text,Citations::Partial Conversion Text Author,Lookup Videographers::Season,Lookup Videographers::Staff Team Full Name,Category ID,Category Text,Contiguous Relationship,Contingious 1,Contingious 2,Count,Count of Features,COUNT OF Sheet Type = Feature & Season = 2014,cSheetGif,Description,Dictated By ID,Dictated Text,Drawing Artist Text,Drawing Reference Text,Drawings Artist ID,Drawings Reference Number,Entered By ID,Entered Date,Entered Text,Entrance,Feature ID,Feature ID Tot.,Feature Sheet Count,Feature Text,FilePath,gArtist,Gate,gPhotographer,gPRStaff,gVideographer,Insula,Last Modified By ID,Last Modified Date,Last Usage ID,Last Usage ID Count,Last Usage Text,Minority Report,Modified Text,Negative Feature,Photo BW Roll Frame,Photo Color Roll Frame,Photo Comments,Photo Digital Image Number,Photographer ID,Photographer Roll Frame,Photographer Text,Recorded By ID,Recorded Date,Recorded Text,Region,Room Number,Room Type ID,Room Type Text,Season,Season Count,Sheet ID,Sheet Type,Structure ID,Structure Text,Totals of Room Type,Video Analog Tape Number,Video Analog Time,Video Comments,Video Digital File Number,Videographer ID,Lookup Principle Researchers::Principle Reasearcher Full Name,Lookup Principle Researchers::Season,Lookup Recorded By::Staff Team Full Name,Lookup Recorded By::Season
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,"To room 30, situated to the North and room 2840, to the Southeast. Southwest peristyle # 26.",,,4152,4152,,6348.gif,"Room 29 lies Northeast of the peristyle. It is a large rectangular room on a Northeast-Southwest axis. A white marble threshold borders the black and white tesserae, which makes up the mosaic floor. Just beyond the marble is the edge of the floor, which has a pattern of black and white lines enveloping white figures in groups of 4, which resemble arched white figures forming black arches in between. Approximately two feet between the geometric pattern of hexagonal mosaic, seen in black detail. Is is bordered by white tessearae on 4 sides. Plaster painted in second style occurs on all 4 walls, with most being on the Southeast and Northeast walls. On the lower register, in the Northern corner is a black panel which features a cloaked male, resting on the figure of a bull. This pattern of black is contiguous with the Northeast wall, which depicts other figures, 2 of which are reclining and one central figure, who is squatting and appears to be holding the doorway above him. At the Eastern corner of the Southeast wall, a figure, possibly representing Venus, appears to be resting on a dolphin. The only other shape that can be clearly seen onthe lower register is a large vessel. There is a slight outline of a figure onthe South end of the Southeast wall, however no details remain. On each of the panels that containlefelike figures, there are small framed flowers on the left and right sides. The upper register was painted red in panels, which were framed by painted columns extending through both registers. The center panel, at the Northeast wall appears to have had a square or rectangular painting, the outline of which is visible. The other fine panels of red have blue backgrounds and remnants winged figures. On the Northeast wall, above the left and right panels are white squares. The ceiling is modern, as is the high lintel. ",51,,,,481,6348,495,07/08/2013,,2,,3247,3247,,,Yes,,Yes,0,Yes,9,,10/09/2013,3,4102,,,,,310,310,,12,481,,,495,07/01/2013,,6,29,34,,2013,4148,6348,,676,,58,10,,Terry Bruno,,,Adina Stone,2013,Sherry Williams,2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,4,,Opening to north and off atrium 7,,,4152,4152,,6447.gif,"Dining room on north/south axis. Entered over stone threshold from atrium 7. No ceiling. Overgrown floor. Plaster remains on all 4 walls. On the north wall there is a white lower register with a red band across the top. The north west wall appears to be divided into two panels, with traces of red, yellow an blue paint.  But style of decoration is impossible to tell. The north/east and east walls appear to have the same style of decoration, with the lowest register in red and the upper wall with no real defined color remaining on the plaster.  The South wall continues the decoration with traces of bright red and white paint remaining over darker red in the lower register. The west wall shows evidence of more elaborate painting on the lower register which looks to be  center frieze bordered by red lines that look like ribbons over black paint. A central panel bordered by architectural  detail appears above, but designs is indistinguishable. I see no windows, only a large doorway for a view. Three gaps in the masonry that resemble post roles may have been original on the east wall. ",53,,,,481,6447,495,07/09/2013,,19,211,3248,3248,,,Yes,,Yes,0,Yes,11,,10/09/2013,16,4102,,,,,,,,22,481,,,495,07/08/2013,,6,6447,34,,2013,4148,6447,Space,1932,,58,,,Terri Bruno,,,Mary Meier,2013,Sherry Williams,2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,4,,Atrium 7 is to the north.,,,4152,4152,,6448.gif,"Rectangular room E/W axis. Floor obscured by earth and vegetation.  The West and off the north wall, there is a doorway to the atrium with a basalt stepped threshold.   At the west end of the south wall, there is a doorway to the area beneath the stairs from entrance 18. At the south end of the west wall, there is a plastered window that narrows to the room to the west and the circular hole (modern collapse?). There are traces of undecorated plaster surviving on the west wall.  At the base of the west wall, there is a water basin (6451).  Directly to the north of the basin, there is a terracotta downpipe embedded in the wall from the floor above. Undecorated plaster survives on the north wall, and high on the wall are placings for a floor above.  Plaster survives on the east wall with a pink hue.  In the center of the east wall, there is a square window looking out at the street outside.  At the north end of the east wall, there is a square hole and at the south end of the east wall, there are 3 small holes of an uncertain function. At the base of the east wall, are masonry supports (6449). The south wall has extensive modern restoration.",49,,,,481,6448,505,07/09/2013,,19,,3249,3249,,,Yes,,Yes,0,Yes,11,,10/09/2013,16,4102,,,,,,,,2,481,,,505,07/08/2013,,6,6448,40,,2013,4148,6448,Space,,,58,,,,,,Ben Lowe,2013,"Maureen Doyle",2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,4,,Atrium 7 to the south.,,,4152,4152,,6450.gif,"Retangular room on an east/west axis in heavily bombed out area. N and W walls are reconstructed, with traces of white and red plaster.   Room is entered from wide doorway in southwall from atrium 7. East wall only exists partially. There is no ceiling and the floor is over grown. there are possible traces of red and yellow paint remaining in a very rustic condition. There is a very small remnant of a stone threshold in the doorway. ",53,,,,481,Tim Adams,495,07/09/2013,,19,,3250,3250,,,Yes,,Yes,0,Yes,11,,10/09/2013,16,4102,,,,,,,,21,481,,,495,07/08/2013,,6,,,,2013,4148,6450,Space,1932,,58,,,,,,Mary Meier,2013,Sherry Williams,2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,4,,6449 is to the East. ,,,4152,4152,,6451.gif,Rectangular masonry base of a water feature. Fragments survive of a tiled surface. Against the extension of the basin to the north is a terracottta downipe.  At the junction of the southern end of the basement and the west wall there is a hole for a drain? ,49,,,,481,"Tim Adams",505,07/09/2013,,19,21,3251,3251,,,Yes,,Yes,0,Yes,11,,10/09/2013,16,4102,,,,,,,,23,481,,,505,07/08/2013,,6,,40,,2013,4148,6451,Feature,,,58,,,,,,Ben Lowe,2013,"Maureen Doyle",2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,4,,6451 is to the west. ,,,4152,4152,,6449.gif,"Two masonry supports against the east wall of the room. Plaster facing  survives on the northern face of the northern platform contiguous with the plaster on the east wall. Fragments of the same plaster survives at the southern face.  The southern masonry support consists of a single stone block and there is no extant plaster. in front of the block, traces of a base of the support are visible on the floor. No evidence for the table survives. ",,,,,481,Tim Adams,,07/09/2013,,19,,3252,3252,,,Yes,,Yes,0,Yes,11,,10/09/2013,16,4102,,,,,,,,1,481,,,,07/08/2013,,6,,,,2013,4148,6449,Feature,,,58,,,,,,,,,
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,Rooms 5 & 6 to the North. Corridor 8 to the east. ,,,4152,4152,,6438.gif,"Kitche is entered from corridor 8 tot he E and is located in the SW corner of the house. In the SE  corner of the room is a cooking platform #6439. South wall is partial reconstruction with traces of plaster, no paint remains. West wall is reconstructed.  Opus incertum, no plaster. to the north, there are two openings to rooms 6 and 5. Doorways are rubble.  Plaster evidence exists only on the NW corner. Water feature #6440 sits in the NW corner of the room. No ceiling. Floor is lapilli. Room is on a E/W axis. ",53,,,,481,,495,07/09/2013,,14,,3253,3253,,,Yes,,Yes,0,Yes,11,,10/09/2013,3,4102,,,,,,,,14,481,,,495,07/08/2013,,6,7,40,,2013,4148,6438,,,,58,,,,,,Mary Meier,2013,Sherry Williams,2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,4,,Room is contiguous to and entered fro room 13 to the east,,,4152,4152,,6395.gif,Room is entered at the North West corner of room 13. No threshold remains Floor is covered with lapilli and debris. there is no ceiling. North wall is badly damaged with traces of reconstruction and no traces of reconstruction and no traces of plaster. South west wall is badly damaged with some reconstruction and traces of plaster. A large opening appears to and may have been an opening prior to 19 A.D. North East walls are badly damaged and facing the wall to the left is the door opening.,47,,,,481,6395,482,07/09/2013,,136,,3254,3254,,,Yes,,Yes,0,Yes,11,,10/09/2013,43,4102,,,,,515,515,,3,481,,,482,07/03/2013,,6,14,34,,2013,4148,6395,Feature,,,58,,,Carlos Avila,,,Frances Bernstein,2013,Pat Lea,2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,, ,,,4152,4152,,6424.gif,"Room has no ceiling or roof. Floor obscured by lapilli. Entrance is on south east all of House of the Labyrinth (6.11.10) off corridor 51. Whole house at 6.11.8 is in northwest side of the House of the Labyrinth, directly behind the bakery. On the northwest wall of room 2, on the right, there were stairs leading off the main corridor into atrium 5. The section of northwest wall is located under a stairwell. Damaged and some reconstruction with some plaster and traces of paint, very faded colour. In the wall under the stairwell there is a round post hole and a large recessed rectangular niche with traces of plaster. High up on wall there are traces of two post holes. Facing the wall to the left a wall projects north approximately one third into the room, behind which is a latrine (6425) On south west wall which is and has damaged no plaster or paint, there is a rectangular window above head level. Facing wall on left side, above cooking platform is a rectangular opening. Low on that wall is a round hole. Facing the south east wall in the lower right corner there are traces of a cooking platform (6426) On the wall is a trace of plaster but no paint. High up on the wall appears a row of post holes of uneven sizes. At the level of the doorway there are five post holes, possibly round. Other round holes appear in the wall. There is a large entrance along the north east wall. There are no remains.",47,,,,481,6424,482,07/09/2013,,8,,3255,3255,,,Yes,,Yes,0,Yes,11,,10/09/2013,3,4102,,,,,61,61,,24,481,,,482,07/05/2013,,6,2,40,,2013,4148,6424,Space,715,,58,,,Terry Bruno,,,Frances Bernstein,2013,Pat Lea,2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,Latrine is in room.,,,4152,4152,,6425.gif,"On the north west corner of room 2, enclosed with a wall projection is a latrine. There is some plaster and traces of faint red paint on two of the walls. Evidence in corner of a possible bench for a seat, badly damaged, and evidence of a possible tiled floor with slightly raised entrance.",47,,,,481,6425,482,07/09/2013,,8,39,3256,3256,,,Yes,,Yes,0,Yes,11,,10/09/2013,3,4102,,,,,63,63,,22,481,,,482,07/05/2013,,6,2,40,,2013,4148,6425,Feature,,,58,,,Terry Bruno,,,Frances Bernstein,2013,Pat Lea,2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,It is in opposite corner from latrine.,,,4152,4152,,6426.gif,Located on the south west wall side in the corner are traces of a cooking platform of stone and rubble.,47,,,,481,6426,482,07/09/2013,,8,88,3257,3257,,,Yes,,Yes,0,Yes,11,,10/09/2013,3,4102,,,,,62,62,,23,481,,,482,07/05/2013,,6,2,40,,2013,4148,6426,Feature,,,58,,,Terry Bruno,,,Frances Bernstein,2013,Pat Lea,2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,atrium 5 to the west,,,4152,4152,,6427.gif,"Rectangular room, east west axis, floor obscured by lapilli throughout. White plaster fragments survive on east wall, north east corner and north west corner. At the base of the north west corner there are traces of two layers of plaster of earlier decoration with red plaster and black overline. In the centre of the west wall there is a doorway with no visible threshold to atrium.",49,,,,481,6427,481,07/09/2013,,8,,3258,3258,,,Yes,,Yes,0,Yes,11,,10/09/2013,3,4102,,,,,64,64,,21,481,,,481,07/05/2013,,6,7,34,,2013,4148,6427,Space,,,58,,,Terry Bruno,,,Ben Lowe,2013,Linda Baxter,2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,4,,Atrium 2 to the south.,,,4152,4152,,6336.gif,"Rectangular room, north south axis. Bombed out. Poorly preserved north, east and west walls. Pinkish hue on plaster on east and west wall with traces of a central rosette and architectural details in the east wall. Yellow trim and rosette in the west wall. Floor obscured by debris. According to Warscher the painting of Isis and Io referred to by Bonucci and now in the Naples museum (inv 9555) may have come from this room. Warscher suggests that the presence of a painting of Isis in a low status inn indicates that it was used by worshippers of isis. The large quantities of cooking utensils found throughout the house supports its identification as an inn. ",49,,,,481,,507,07/09/2013,,1,,3259,3259,,,Yes,,Yes,0,Yes,9,,10/11/2013,16,4102,,,,,322,322,,8,481,,,507,06/26/2013,,6,34,34,,2013,4148,6336,Space,675,,58,,,,,,Ben Lowe,2013,Ben Lowe,"2013"
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,4,,Atrium 2 to the south,,,4152,4152,,6337.gif,"Rectangular room east west axis. Bombed. Filled with earth, no visible floor, no south or west wall. According to Forelli the kitchen contained stairs to floor above, latrine 6339 and cooking platform 6338.",49,,,,481,"6337,38,38",507,07/10/2013,,1,,3260,3260,,,Yes,,Yes,0,Yes,9,,10/11/2013,16,4102,,,,,23,23,,4,481,,,507,06/26/2013,,6,36,40,,2013,4148,6337,Space,675,,58,,,Carlos A,,,Ben Lowe,2013,Ben Lowe,"2013"
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,4,,"north of room 37, room 35 to east, atrium 2 to the southeast",,,4152,4152,,6338.gif,No longer extant cooking platform against the north wall of the kitchen described by Warscher. Warscher's photograph shows arched storage recess beneath and tiled surface.,49,,,,481,"6337, 38, 39",507,07/10/2013,,1,88,3261,3261,,,Yes,,Yes,0,Yes,9,,10/11/2013,16,4102,,,,,21,21,,6,481,,,507,06/27/2013,,6,36,40,,2013,4148,6338,Feature,675,,58,,,Carlos Avila,,,Ben Lowe,2013,Ben Lowe,"2013"
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,4,,,,,4152,4152,,6339.gif,No longer extant latrine described by Fiorelli.,49,,,,481,"6337, 38, 39",507,07/10/2013,,1,39,3262,3262,,,Yes,,Yes,0,Yes,9,,10/11/2013,16,4102,,,,1,22,22,,5,481,,,507,06/27/2013,,6,36,40,,2013,4148,6339,Feature,675,,58,,,carlos Avila,,,Ben Lowe,2013,Ben Lowe,"2013"
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,4,,South of Atrium 2,,,4152,4152,,6340.gif,Bombed out and filled with debris. Warscher identifies this as a possible dining room. Overlooking a garden according to Jashemski.,49,,,,481,6440,507,07/10/2013,,1,,3263,3263,,,Yes,,Yes,0,Yes,9,,10/11/2013,16,4102,,,,,323,323,,7,481,,,507,06/27/2013,,6,4,34,,2013,4148,6340,Space,675,,58,,,Carlos Avila,,,Ben Lowe,2013,Ben Lowe,"2013"
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,Room 7 to the north,,,4152,4152,,3878.gif,"One enters the storage room from the northeast. This room runs along a northwest/southeast axis. It is located under the stairs and it is a irregular room in that there is a large threshold like step up and down to a lower level under the stairs. On the northwest side of this lower part the ceiling of this room angles at 45 degrees under modern stairs. There is a modern lintel which delineates the angled space. This portion of the room appears to have been plastered with cement and is obscured with ash on the floor. The upper and main portion of the store room contains four holes, two above two lower, probably for shelf support. This holes are in a plastered, nicely painted wall of orange and white with red vertical lines. There are red borders that form panels. The ceiling in this portion of the room is formed by modern stairs, forming a flat roof. On the south wall is a large window or light well which has a modern wooden lintel inserted and lined with lead. It is about 3 x 3 feet (100 x 100 cm approx.). There is a portion of a small partition on the west side of the northwest wall. Today large pieces of plaster and marble are on hte floor in a pile. Note, on the northwest wall, there is a gap in the plaster, which may have indicated an enclosure and another one above the partition on the southeast wall.",51,,,,481,3878,503,07/10/2013,,6,,3264,3264,,,Yes,,Yes,0,Yes,5,,10/09/2013,3,4102,,,,,,,,1,481,,,503,07/09/2013,,9,22,47,,2013,4148,3878,Space,,,58,,,"Carol KetrickEmily Valin",,,Adina Stone,2013,Jodi Townshend,2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,Room 8 to the southwest,,,4152,4152,,3879.gif,"We enter the kitchen from a door on the southeast wall. Abutting the southeast wall and north wall is a large cooking platform with two arched recesses underneath. The outer facing of the front (South) is made of brick which was faced with plaster painted red as evidenced on the lower southern corner. Also the northern face of the platform is still also entirely faced with red plaster. The cooking platform is in relatively good repair. The floor surrounding the cooking platform creates an ""L"" for the remaining space which would allow greater access to the platform surface. Underneath the moss covered floor seems to be beaten cement which continues under both recesses and covers most of the room. All walls are preserved to a second story height. On the northern wall are two hole approximately 5 feet (150 cm) from the ground on either end of the wall, which probably provided shelf support. Traces of red painted plaster covers all the wall on the northeast and southwest. beam holes appear high, four on the northeast, eight on the southwest. On the northeast wall above these holes is one much larger hole. On southeast wall there is a square window with a wooden lintel and plastered sill. There is no ceiling extant. A modern wooden lintel is over the doorway.",51,,,,481,"3879, 3880",503,07/11/2013,,6,,3265,3265,,,Yes,,Yes,0,Yes,5,,10/09/2013,3,4102,,,,,,,,5,481,,,503,07/09/2013,,9,10,40,,2013,4148,3879,Space,,,58,,,"Carol KetrickEmily Valin",,,Adina Stone,2013,Jodi Townshend,2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,,,,4152,4152,,3880.gif,"The cooking platform appears to be in relatively good condition. It runs along the northwest/southeast axis. This is a large cooking platform approximately six feet in length (180 cm), five feet deep (150 cm) and three feet high (90 cm). The surface of the cooking platform is covered in moss however terra cotta tiles form the surface beneath. The platform itself seems to be made of stones, brick and mortar, the front of which can be seen on the southwest face. There are two concreted arched recesses for wood storage. Plaster painted red is evident on both southwest and northwest faces. The platform abuts the northeast and southeast walls. There is evidence of a lip along the three sides which was made of lava stone covered with terra cotta roof tiles. Most of the northwest face is covered with painted red plaster.",51,,,,481,3880 shown on 3879,503,07/11/2013,,6,88,3266,3266,,,Yes,,Yes,0,Yes,5,,10/09/2013,3,4102,,,,,,,,4,481,,,503,07/09/2013,,9,10,40,,2013,4148,3880,Feature,,,58,,,"Carol KetrickEmily Valin",,,Adina Stone,2013,Jodi Townshend,2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,Space is southwest of the impluvium and in the atrium (2). Room 19 is to the northwest. Room 18 is to the southwest,,,4152,4152,,3881.gif,"This house is domestic. This is a dining space opening from the atrium (ala). This ala, or wings, on the southwest mirrors an ala across the atrium on the northeast side. This space is in poor condition with reconstruction of the upper walls. This space is walled on three sides and still has a great deal of plaster and paint on the lower portions. The painting is either third or fourth style. The central zone preserves rectangular spaces and on the southwest walls one can see roundels which presumably would have contained portraits. This same wall also has two large restored holes which may have been for tunneling in. Up a molding remains in part on all three walls. Joist holes go across the entire length of the southwest wall. The floor is white mosaic with black bands around the periphery.",52,,,,481,3881,504,07/11/2013,,67,,3267,3267,,,Yes,,Yes,0,Yes,5,,10/09/2013,3,4102,,,,,,,,3,481,,,504,07/09/2013,,9,20,34,,2013,4148,3881,Space,,,58,,,"Carol KetrickEmily Valin",,,Lisa Kahn,2013,Sarah Woodhouse,"2013"
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,This space is to the northeast of the atrium. Room 3 is to the northwest. Room 4 is to the south.,,,4152,4152,,3882.gif,This is an open space off of the atrium (2) which is to the southwest. The three walls enclosing this space are in poor condition with very little paint still visible above the dado which is red with stenciled decoration. The upper walls are reconstructed. the mosaic floor remains in about two thirds of the space. It is white with black bands around the periphery. No ceiling remains. On the northwest wall there is a doorway to room three.,52,,,,481,3882,504,07/11/2013,,6,,3268,3268,,,Yes,,Yes,0,Yes,5,,10/09/2013,3,4102,,,,,,,,2,481,,,504,07/09/2013,,9,21,34,,2013,4148,3882,,,,58,,,"Carol KetrickEmily Valin",,,Lisa Kahn,2013,Sarah Woodhouse,"2013"
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,This room is to the northwest of peristyle area 10. It is southeast of room 7 and to the northeast to room 9.,,,4152,4152,,3883.gif,"This is a dining room, one enters through door at the southeast side of the room. The room is almost square. It is in fair condition, although none of the finished floor is preserved. The door jams are crumbling. The walls are preserved to a very high level with full style painting decoration. A large square tableaux has been removed from the center of the northwest wall. Although conserved and patched, two tunnel holes are evident on the northwest wall. The southeast wall on the east side of the door has a tall vertical cut through its center. The northeast wall bulges out above the dado and the dado is slightly concave forming a long couch niche (3893). This room has been conserved with a roof and the upper walls are also restored. Large tableaux are painted on the northeast and southwest walls. The southwest one seems to depict a female holding a helmet, seated with another figure holding a shield. Two putti holding a greave. On the northwest wall there is also a seated female and a warrior holding a large shield. These frescoes maybe Achilles themes.",52,,,,481,3883,504,07/11/2013,,4,,3269,3269,,,Yes,,Yes,0,Yes,5,,10/09/2013,4,4102,,,,,,,,10,481,,,504,07/09/2013,,9,11,34,,2013,4148,3883,Space,1933,,58,,,"Carol KetrickEmily Valin",,,Lisa Kahn,2013,Sarah Woodhouse,"2013"
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,This room is in the southeast section of the house. It is southwest of corridor 12 and northeast of room 18. ,,,4152,4152,,3884.gif,"This is a large dining room. It is positioned at the back of the house with alignment to the front entrance (2), gives a sense of great formality. This large space used for dining or meeting gave its occupants a view to the peristyle garden (10) and to the tablinium, atrium and entrance. The room is now in poor condition, no flooring is visible, no ceiling remains. The walls remain to great height in some sections but no paint can be seen on the plastered surfaces. In addition to the very wide opening in the center of the northwest wall a small door opens onto corridor (12) in the northern corner of the room along the northeast wall.",52,,,,481,3884,504,07/11/2013,,4,,3270,3270,,,Yes,,Yes,0,Yes,5,,10/09/2013,4,4102,,,,,,,,9,481,,,504,07/09/2013,,9,15,34,,2013,4148,3884,Space,1933,,58,,,"Carol KetrickEmily Valin",,,Lisa Kahn,2013,Sarah Woodhouse,"2013"
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,Hallway 19 to the west and dining room 15 to the east.,,,4152,4152,,3885.gif,"The kitchen runs along a northwest/southeast axis and we enter from the fauces to the street (door 22) on the southwest. We enter this room from the northwest through a low partition wall on the southwest. Immediately on the northwest wall as we enter is a lararium which is painted in full style and contains a small altar. Today the lararium is covered with a protective awning. This kitchen is unusual because it contains an enormous archway adjoining the northeast and southwest walls, rising to a second story height at its apex. The facing of the arch as we enter forms the southeast portion of the lararium with painting and is plastered on the street side. Abutting the partition wall on the west corner of the northwest wall is a cooking platform which runs about half the length of this partitioning wall and includes the bottom of the arch. It continues for approximately 6 feet (180 cm) more along the southwest wall. Next to this cooking platform further southeast appears to be an arched drain into the street. The remainder of the room contains rubble on the east corner with roofing tiles and different rocks piled high.On the southwest wall, high above the cooking platform, is a small light well to the street and another on the southeastern most portion of the wall at the same height. Under the latter are six large joist support holes. Other holes appear on this wall but could be from dislodged stones. The largest of these may have been for an oil lamp in the center of the southwest wall. There is no ceiling extant. Plaster is evident on all walls but there is no evidence of paint.",51,,,,481,"3885, 3886, 3887",503,07/11/2013,,2,,3271,3271,,,Yes,,Yes,0,Yes,5,,10/09/2013,4,4102,,,,,,,,8,481,,,503,07/09/2013,,9,18,40,,2013,4148,3885,Space,1702,,58,,,"Carol KetrickEmily Valin",,,Adina Stone,2013,Jodi Townshend,2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,Contiguous with feature 3887 (lararium) to northeast.,,,4152,4152,,3886.gif,This long cooking platform runs approximately 8 feet (240 cm) along the southwest wall on a northwest/southeast axis. The northwest portion abuts the partition which delineates the room from the street entrance (22). The platform is made of lava rock and mortar. It appears to have been plastered in antiquity as evidenced on the lower north face. This platform is low although the height could be raised with lapilli and/or the surface could be missing a layer or two. On the east end of the northeast face is a poorly preserved arched recess. The unusual feature of this platform is its inclusion of the base of an arch which is build into the wall and covered with original plaster. Therefore a small section of the southwestern abutment incorporates the jutting arch. This platform is poorly preserved.,51,,,,481,3886 on sketch 18-3885,503,07/11/2013,,2,88,3272,3272,,,Yes,,Yes,0,Yes,5,,10/09/2013,4,4102,,,,,,,,7,481,,,503,07/09/2013,,9,18,40,,2013,4148,3886,Feature,1702,,58,,,"Carol KetrickEmily Valin",,,Adina Stone,2013,Jodi Townshend,2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,Contiguous to feature 3886 (cooking platform) to the southwest.,,,4152,4152,,3887.gif,"The lararium takes up  a portion of the northeast wall, and the southeast face of the archway which is incorporated into the room. there is a small alter which is in situ and joins both walls in the eastern corner. There is painting in the whole lararium and alter, which appears to be fourth style surrounded by a red border and containing approximately 5 lares and a faint water plant painting. A garland is visible at the top of the northeast painting. Plaster garlands which are in poor shape are on the northwest and southwest faces of the alter. Plaster molding surrounds the bottom of the alter. Today a tile has been inserted into the wall in an effort to protect the lararium. Situated directly above are two raised lips along the top of the alter.",51,,,,481,3887 0n 3885,503,07/11/2013,,2,189,3273,3273,,,Yes,,Yes,0,Yes,5,,10/09/2013,4,4102,,,,,,,,6,481,,,503,07/09/2013,,9,18,40,,2013,4148,3887,Feature,1702,,58,,,"Carol KetrickEmily Valin",,,Adina Stone,2013,Jodi Townshend,2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,To the northeast of corridor 12 and northwest of room 14.,,,4152,4152,,3888.gif,This is a small rectangular storage room. It is on northwest/southeast axis. One enters from the corridor (12) through a doorway on the southwest wall. This room is in very poor condition. No floors are visible. No ceiling remains. The walls are rumbling and no plaster remains. A pile of rocks from crumbling wall is in the northern corner.,52,,,,481,3888 shown on room 13,504,07/11/2013,,4,,3274,3274,,,Yes,,Yes,0,Yes,5,,10/09/2013,4,4102,,,,,,,,15,481,,,504,07/02/2013,,9,13,47,,2013,4148,3888,Space,1933,,58,,,"Carol KetrickEmily Valin",,,Lisa Kahn,2013,Sarah Woodhouse,"2013"
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,This room is in the eastern most corner of the house. Room 13 is to the northwest. Room 15 is to the southwest and corridor 12 is to the northwest of the doorway.,,,4152,4152,,3889.gif,"This is a small rectangular storage room, in the eastern corner of the house. This is on a northeast/southwest axis. One enters from the western corner through a door on the northwest wall. The room is in poor condition. No floor is visible. The ceiling does not remain however 7 joist holes remain along the top of the southeast wall. There is rough rough plaster on all the walls. No painted surface exists. All walls are of greying colour.",52,,,,481,3889 shown on room 13 3888,504,07/11/2013,,4,,3275,3275,,,Yes,,Yes,0,Yes,5,,10/09/2013,4,4102,,,,,,,,14,481,,,504,07/09/2013,,9,14,47,,2013,4148,3889,Space,1933,,58,,,"Carol KetrickEmily Valin",,,Lisa Kahn,2013,Sarah Woodhouse,"2013"
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,Room 2 (atrium) to the east.,,,4152,4152,,3890.gif,"This room runs along a northwest/southeast axis and is open to the atrium. Only three partial walls exist. The southwest wall is preserved or reconstructed to a second storey height and contains 6 beam holes. This wall is constructed with alternating sections of opus signinum and brick work. On the northwest wall we find some plaster which appears to have been decorated in antiquity. It is unremarkable now. The floor is obscured with lapili. The is no ceiling extant. There are 3 levels of brickwork on the southwest wall. One level at 3 and a half feet (105 cm), a second at 7 and a half feet (210 cm) and the third level much higher above. The first levels of brickwork extend to the southeast wall. ",51,,,,481,3890,503,07/11/2013,,2,,3276,3276,,,Yes,,Yes,0,Yes,5,,10/09/2013,4,4102,,,,,,,,11,481,,,503,07/09/2013,,9,27,34,,2013,4148,3890,Space,1702,,58,,,"Carol KetrickEmily Valin",,,Adina Stone,2013,Jodi Townshend,2013
